Order_ID,Order_Date,Ship_Date,Customer_ID,Customer_Name,Segment,Age,Gender,Region,City,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit
ORD19286,2025-10-14,2025-10-16,C1514,Customer_505,CONSUMER,48,FEMALE,NORTH,NEW DELHI,FURNITURE,BOOKCASES,Product_19,26449.86,2,0.2,6147.74
ORD19287,2025-06-25,2025-06-30,C1979,Customer_275,CORPORATE,52,MALE,NORTH,BANGALORE,TECHNOLOGY,PHONES,Product_253,3104.72,3,0.0,5818.62
ORD19288,2023-01-13,2023-01-17,C1131,Customer_658,HOME OFFICE,63,MALE,EAST,PATNA,TECHNOLOGY,LAPTOPS,Product_103,19233.16,2,0.0,-1482.4
ORD19289,2024-08-25,2024-08-31,C1604,Customer_760,CONSUMER,47,MALE,WEST,MUMBAI,FURNITURE,CHAIRS,Product_69,30407.22,1,0.1,2389.6
ORD19290,2023-07-19,2023-07-20,C1185,Customer_418,HOME OFFICE,49,MALE,SOUTH,NEW DELHI,OFFICE SUPPLIES,STORAGE,Product_298,11498.62,3,0.0,5886.5
ORD19291,2024-08-08,2024-08-10,C1576,Customer_67,CONSUMER,59,MALE,EAST,PATNA,FURNITURE,TABLES,Product_176,25970.56,5,0.2,1784.35
ORD19292,2024-03-23,2024-03-29,C1766,Customer_114,CONSUMER,25,MALE,WEST,MUMBAI,OFFICE SUPPLIES,PAPER,Product_93,26920.43,1,0.1,4678.31
ORD19293,2025-04-20,2025-04-22,C1018,Customer_654,CORPORATE,22,MALE,NORTH,CHENNAI,OFFICE SUPPLIES,BINDERS,Product_25,42397.9,5,0.2,536.95
ORD19294,2025-12-30,2026-01-03,C1048,Customer_412,CONSUMER,42,MALE,EAST,NEW DELHI,TECHNOLOGY,LAPTOPS,Product_204,28996.43,1,0.05,5415.9
ORD19295,2024-08-12,2024-08-16,C1296,Customer_950,CONSUMER,45,FEMALE,WEST,CHENNAI,OFFICE SUPPLIES,PAPER,Product_102,9855.41,6,0.1,5924.14
ORD19296,2025-06-07,2025-06-10,C1616,Customer_359,CONSUMER,42,MALE,EAST,MUMBAI,FURNITURE,CHAIRS,Product_3,41843.44,5,0.0,8056.44
ORD19297,2023-02-12,2023-02-16,C1311,Customer_285,CONSUMER,28,FEMALE,WEST,MUMBAI,OFFICE SUPPLIES,PAPER,Product_77,10933.12,9,0.0,7249.41
ORD19298,2024-06-03,2024-06-07,C1500,Customer_856,CONSUMER,51,FEMALE,WEST,PATNA,FURNITURE,CHAIRS,Product_12,11402.95,2,0.05,4554.55
ORD19299,2025-11-02,2025-11-04,C1658,Customer_696,CONSUMER,48,MALE,NORTH,MUMBAI,FURNITURE,TABLES,Product_274,49340.49,6,0.2,-965.18
ORD19300,2024-12-25,2024-12-26,C1643,Customer_314,CONSUMER,23,MALE,NORTH,CHENNAI,OFFICE SUPPLIES,STORAGE,Product_284,46610.43,7,0.0,8886.03
ORD19301,2024-09-14,2024-09-16,C1235,Customer_829,CORPORATE,37,FEMALE,NORTH,BANGALORE,TECHNOLOGY,PHONES,Product_181,19902.14,8,0.0,8601.85
ORD19302,2025-09-14,2025-09-20,C1806,Customer_568,HOME OFFICE,30,FEMALE,SOUTH,NEW DELHI,OFFICE SUPPLIES,STORAGE,Product_213,32018.52,2,0.15,9083.93
ORD19303,2025-03-13,2025-03-17,C1537,Customer_438,CORPORATE,53,MALE,EAST,CHENNAI,OFFICE SUPPLIES,PAPER,Product_6,29427.19,6,0.1,8358.2
ORD19304,2024-06-18,2024-06-21,C1201,Customer_578,CONSUMER,57,MALE,SOUTH,CHENNAI,FURNITURE,BOOKCASES,Product_189,17816.33,2,0.0,4385.15
ORD19305,2023-10-29,2023-10-30,C1994,Customer_694,HOME OFFICE,49,MALE,WEST,NEW DELHI,FURNITURE,BOOKCASES,Product_287,17829.36,2,0.2,12.18
ORD19306,2024-06-10,2024-06-13,C1718,Customer_593,CORPORATE,31,MALE,WEST,BANGALORE,TECHNOLOGY,LAPTOPS,Product_216,39838.01,5,0.05,1404.62
ORD19307,2024-04-04,2024-04-09,C1820,Customer_855,CORPORATE,28,FEMALE,EAST,BANGALORE,TECHNOLOGY,LAPTOPS,Product_224,30206.81,5,0.0,2455.55
ORD19308,2025-04-11,2025-04-14,C1257,Customer_784,CORPORATE,24,MALE,EAST,PATNA,FURNITURE,TABLES,Product_122,9108.87,6,0.2,738.35
ORD19309,2024-05-19,2024-05-22,C1618,Customer_622,HOME OFFICE,35,MALE,NORTH,NEW DELHI,TECHNOLOGY,ACCESSORIES,Product_296,41818.63,5,0.2,2142.64
ORD19310,2025-07-20,2025-07-26,C1393,Customer_93,HOME OFFICE,25,MALE,EAST,NEW DELHI,FURNITURE,TABLES,Product_297,17306.63,8,0.15,4621.4
ORD19311,2023-11-21,2023-11-25,C1600,Customer_230,HOME OFFICE,42,FEMALE,WEST,BANGALORE,FURNITURE,TABLES,Product_256,10004.48,5,0.15,9304.18
ORD19312,2024-08-01,2024-08-07,C1718,Customer_606,CONSUMER,36,MALE,NORTH,CHENNAI,FURNITURE,CHAIRS,Product_103,1131.12,1,0.1,7076.41
ORD19313,2025-01-30,2025-02-03,C1265,Customer_864,CONSUMER,26,FEMALE,SOUTH,CHENNAI,OFFICE SUPPLIES,BINDERS,Product_29,30924.53,7,0.05,-745.95
ORD19314,2025-04-30,2025-05-06,C1326,Customer_925,CORPORATE,43,FEMALE,NORTH,BANGALORE,OFFICE SUPPLIES,STORAGE,Product_183,39673.53,4,0.2,1612.88
ORD19315,2025-08-17,2025-08-21,C1699,Customer_790,CORPORATE,33,MALE,NORTH,BANGALORE,OFFICE SUPPLIES,BINDERS,Product_280,15690.58,7,0.05,3709.35
ORD19316,2024-05-16,2024-05-20,C1436,Customer_901,CONSUMER,41,FEMALE,NORTH,BANGALORE,TECHNOLOGY,PHONES,Product_162,35036.3,7,0.05,9254.62
ORD19317,2023-11-30,2023-12-04,C1059,Customer_301,CONSUMER,44,FEMALE,WEST,MUMBAI,FURNITURE,BOOKCASES,Product_252,37419.83,3,0.05,1840.02
ORD19318,2023-10-11,2023-10-14,C1666,Customer_952,CONSUMER,23,FEMALE,WEST,MUMBAI,OFFICE SUPPLIES,BINDERS,Product_288,38764.12,5,0.1,4730.61
ORD19319,2024-04-19,2024-04-24,C1638,Customer_668,CONSUMER,21,MALE,SOUTH,CHENNAI,OFFICE SUPPLIES,PAPER,Product_240,47197.78,4,0.0,4972.69
ORD19320,2025-12-13,2025-12-17,C1657,Customer_908,CONSUMER,31,MALE,WEST,NEW DELHI,OFFICE SUPPLIES,BINDERS,Product_26,21940.62,9,0.1,1415.78
ORD19321,2024-09-23,2024-09-28,C1460,Customer_952,CORPORATE,53,FEMALE,WEST,CHENNAI,OFFICE SUPPLIES,STORAGE,Product_149,32768.54,3,0.15,7060.09
ORD19322,2024-12-03,2024-12-08,C1166,Customer_969,CONSUMER,31,FEMALE,SOUTH,CHENNAI,FURNITURE,TABLES,Product_213,22377.21,9,0.15,7957.32
ORD19323,2024-02-13,2024-02-15,C1365,Customer_114,CONSUMER,27,MALE,EAST,PATNA,TECHNOLOGY,PHONES,Product_197,42040.37,3,0.05,1926.34
ORD19324,2025-09-08,2025-09-10,C1349,Customer_692,CONSUMER,34,MALE,EAST,MUMBAI,FURNITURE,CHAIRS,Product_39,39343.15,5,0.15,4459.61
ORD19325,2024-07-12,2024-07-13,C1674,Customer_906,CONSUMER,44,FEMALE,WEST,PATNA,TECHNOLOGY,ACCESSORIES,Product_80,34805.04,1,0.15,4809.69
ORD19326,2023-08-10,2023-08-16,C1260,Customer_120,HOME OFFICE,50,FEMALE,EAST,NEW DELHI,FURNITURE,BOOKCASES,Product_244,1324.41,8,0.1,6194.04
ORD19327,2023-06-07,2023-06-09,C1976,Customer_671,CONSUMER,63,MALE,SOUTH,MUMBAI,TECHNOLOGY,PHONES,Product_106,41283.81,5,0.2,4698.08
ORD19328,2023-12-14,2023-12-18,C1161,Customer_685,CONSUMER,63,FEMALE,EAST,PATNA,OFFICE SUPPLIES,STORAGE,Product_293,2671.7,5,0.05,8015.57
ORD19329,2025-06-07,2025-06-12,C1387,Customer_948,CONSUMER,51,MALE,NORTH,PATNA,TECHNOLOGY,LAPTOPS,Product_24,31552.04,3,0.15,-1298.09
ORD19330,2025-07-10,2025-07-16,C1388,Customer_422,CONSUMER,34,FEMALE,NORTH,BANGALORE,FURNITURE,BOOKCASES,Product_237,31844.81,6,0.1,-1583.25
ORD19331,2024-10-23,2024-10-24,C1942,Customer_901,HOME OFFICE,36,FEMALE,EAST,PATNA,OFFICE SUPPLIES,BINDERS,Product_295,29790.63,3,0.0,1908.19
ORD19332,2024-02-09,2024-02-11,C1246,Customer_683,HOME OFFICE,46,FEMALE,EAST,NEW DELHI,OFFICE SUPPLIES,BINDERS,Product_21,26594.41,9,0.15,2691.05
ORD19333,2024-11-07,2024-11-10,C1532,Customer_291,CONSUMER,60,FEMALE,EAST,PATNA,OFFICE SUPPLIES,BINDERS,Product_20,10970.2,5,0.15,4869.88
ORD19334,2024-08-11,2024-08-17,C1350,Customer_527,CONSUMER,51,MALE,NORTH,PATNA,FURNITURE,TABLES,Product_288,35767.35,1,0.15,1598.09
ORD19335,2024-07-11,2024-07-12,C1832,Customer_299,HOME OFFICE,63,FEMALE,NORTH,BANGALORE,TECHNOLOGY,PHONES,Product_243,39856.16,8,0.05,
ORD19336,2025-06-23,2025-06-27,C1540,Customer_491,CONSUMER,52,FEMALE,NORTH,BANGALORE,TECHNOLOGY,LAPTOPS,Product_99,46153.32,7,0.2,719.93
ORD19337,2025-12-06,2025-12-12,C1305,Customer_295,HOME OFFICE,64,FEMALE,EAST,MUMBAI,FURNITURE,CHAIRS,Product_206,16414.3,6,0.15,4892.77
ORD19338,2024-04-23,2024-04-28,C1156,Customer_927,CONSUMER,34,MALE,NORTH,PATNA,FURNITURE,TABLES,Product_55,29609.27,3,0.0,9922.21
ORD19339,2024-05-01,2024-05-05,C1126,Customer_450,CONSUMER,45,MALE,SOUTH,PATNA,FURNITURE,CHAIRS,Product_35,43685.84,3,0.0,-1243.04
ORD19340,2024-07-19,2024-07-23,C1298,Customer_534,CORPORATE,47,MALE,NORTH,MUMBAI,TECHNOLOGY,ACCESSORIES,Product_192,46885.31,2,0.2,7101.84
ORD19341,2024-06-07,2024-06-13,C1253,Customer_135,CONSUMER,40,MALE,EAST,MUMBAI,FURNITURE,BOOKCASES,Product_60,26856.84,4,0.1,2343.74
ORD19342,2024-12-04,2024-12-07,C1821,Customer_303,CONSUMER,46,FEMALE,WEST,BANGALORE,FURNITURE,CHAIRS,Product_123,13774.38,3,0.15,5314.83
ORD19343,2025-10-26,2025-10-29,C1775,Customer_501,CORPORATE,43,MALE,WEST,CHENNAI,FURNITURE,BOOKCASES,Product_226,43525.7,2,0.0,1979.83
ORD19344,2025-03-31,2025-04-06,C1820,Customer_687,CONSUMER,56,MALE,EAST,PATNA,FURNITURE,BOOKCASES,Product_80,39523.04,9,0.0,3733.67
ORD19345,2025-05-07,2025-05-13,C1288,Customer_705,CONSUMER,27,MALE,WEST,PATNA,FURNITURE,TABLES,Product_95,29644.75,2,0.15,9570.19
ORD19346,2024-08-07,2024-08-13,C1192,Customer_614,CORPORATE,57,FEMALE,NORTH,CHENNAI,OFFICE SUPPLIES,PAPER,Product_247,29385.84,2,0.2,6381.47
ORD19347,2024-11-16,2024-11-21,C1427,Customer_461,HOME OFFICE,29,MALE,SOUTH,CHENNAI,OFFICE SUPPLIES,STORAGE,Product_193,31904.48,1,0.15,9523.48
ORD19348,2023-08-20,2023-08-22,C1299,Customer_585,CONSUMER,47,FEMALE,WEST,PATNA,FURNITURE,BOOKCASES,Product_275,26925.86,7,0.0,1021.65
ORD19349,2023-09-27,2023-10-01,C1078,Customer_913,CONSUMER,59,MALE,EAST,MUMBAI,FURNITURE,TABLES,Product_137,42627.58,8,0.2,9624.11
ORD19350,2025-07-28,2025-08-03,C1858,Customer_418,CONSUMER,34,MALE,SOUTH,MUMBAI,TECHNOLOGY,ACCESSORIES,Product_249,36766.41,4,0.05,3083.51
ORD19351,2025-05-23,2025-05-25,C1258,Customer_323,HOME OFFICE,55,MALE,SOUTH,CHENNAI,TECHNOLOGY,LAPTOPS,Product_139,3492.08,5,0.1,1081.37
ORD19352,2023-02-21,2023-02-26,C1259,Customer_900,CONSUMER,57,FEMALE,SOUTH,BANGALORE,OFFICE SUPPLIES,PAPER,Product_43,35826.48,1,0.15,1238.05
ORD19353,2023-04-26,2023-04-30,C1199,Customer_952,CORPORATE,25,MALE,WEST,MUMBAI,OFFICE SUPPLIES,STORAGE,Product_117,45247.74,8,0.1,-343.32
ORD19354,2024-06-21,2024-06-23,C1419,Customer_132,CORPORATE,28,FEMALE,EAST,NEW DELHI,OFFICE SUPPLIES,PAPER,Product_244,31305.12,1,0.2,8598.44
ORD19355,2024-06-24,2024-06-28,C1235,Customer_895,CONSUMER,45,MALE,WEST,PATNA,TECHNOLOGY,LAPTOPS,Product_153,8483.07,7,0.2,5246.59
ORD19356,2025-11-08,2025-11-11,C1624,Customer_535,CORPORATE,48,FEMALE,WEST,PATNA,TECHNOLOGY,LAPTOPS,Product_203,12394.66,2,0.2,2780.38
ORD19357,2025-03-25,2025-03-31,C1134,Customer_621,CORPORATE,43,MALE,NORTH,BANGALORE,TECHNOLOGY,ACCESSORIES,Product_41,13371.34,5,0.2,6526.87
ORD19358,2025-03-01,2025-03-04,C1642,Customer_547,CONSUMER,40,MALE,WEST,BANGALORE,OFFICE SUPPLIES,STORAGE,Product_103,42052.89,7,0.05,6110.36
ORD19359,2024-09-09,2024-09-10,C1984,Customer_481,CONSUMER,60,FEMALE,NORTH,BANGALORE,OFFICE SUPPLIES,BINDERS,Product_277,34908.03,6,0.0,
ORD19360,2024-02-23,2024-02-28,C1284,Customer_740,CONSUMER,46,MALE,NORTH,NEW DELHI,TECHNOLOGY,PHONES,Product_41,23379.55,7,0.05,4724.54
ORD19361,2023-11-05,2023-11-11,C1274,Customer_547,CORPORATE,56,MALE,NORTH,PATNA,TECHNOLOGY,ACCESSORIES,Product_142,9554.68,3,0.05,3718.14
ORD19362,2025-05-13,2025-05-15,C1341,Customer_404,CONSUMER,62,MALE,NORTH,PATNA,TECHNOLOGY,PHONES,Product_175,21954.98,4,0.05,8694.26
ORD19363,2023-07-05,2023-07-09,C1423,Customer_936,CORPORATE,33,FEMALE,NORTH,PATNA,OFFICE SUPPLIES,STORAGE,Product_20,14700.71,9,0.15,8202.93
ORD19364,2023-09-18,2023-09-19,C1584,Customer_660,HOME OFFICE,41,FEMALE,WEST,NEW DELHI,TECHNOLOGY,ACCESSORIES,Product_267,43564.81,8,0.1,3987.9
ORD19365,2023-06-09,2023-06-14,C1983,Customer_413,CONSUMER,46,MALE,WEST,BANGALORE,OFFICE SUPPLIES,STORAGE,Product_215,4780.16,9,0.0,1342.69
ORD19366,2025-05-19,2025-05-24,C1358,Customer_460,CONSUMER,38,MALE,SOUTH,CHENNAI,OFFICE SUPPLIES,BINDERS,Product_130,34132.33,7,0.0,9351.23
ORD19367,2025-01-31,2025-02-05,C1768,Customer_689,CONSUMER,46,FEMALE,WEST,NEW DELHI,OFFICE SUPPLIES,STORAGE,Product_233,32362.8,4,0.15,48.82
ORD19368,2023-08-12,2023-08-14,C1086,Customer_114,CONSUMER,44,MALE,NORTH,CHENNAI,TECHNOLOGY,PHONES,Product_205,42108.75,6,0.1,7969.15
ORD19369,2023-06-29,2023-07-05,C1041,Customer_879,CONSUMER,59,MALE,WEST,BANGALORE,TECHNOLOGY,PHONES,Product_192,43134.95,5,0.1,-972.92
ORD19370,2023-01-20,2023-01-23,C1434,Customer_914,CONSUMER,22,MALE,NORTH,MUMBAI,OFFICE SUPPLIES,PAPER,Product_60,32640.84,6,0.1,2307.08
ORD19371,2024-09-23,2024-09-24,C1256,Customer_394,CONSUMER,58,FEMALE,SOUTH,PATNA,OFFICE SUPPLIES,STORAGE,Product_172,11396.28,5,0.15,2702.94
ORD19372,2023-02-27,2023-03-01,C1472,Customer_9,CORPORATE,40,FEMALE,EAST,NEW DELHI,FURNITURE,CHAIRS,Product_76,38427.53,7,0.1,6741.41
ORD19373,2024-12-23,2024-12-27,C1728,Customer_947,CORPORATE,34,FEMALE,NORTH,CHENNAI,OFFICE SUPPLIES,PAPER,Product_124,48505.04,1,0.05,3290.89
ORD19374,2024-09-06,2024-09-08,C1256,Customer_587,HOME OFFICE,30,FEMALE,EAST,CHENNAI,FURNITURE,BOOKCASES,Product_230,13667.32,9,0.15,2677.96
ORD19375,2024-07-15,2024-07-19,C1435,Customer_130,CONSUMER,36,FEMALE,EAST,MUMBAI,FURNITURE,BOOKCASES,Product_139,20969.84,9,0.1,8433.57
ORD19376,2024-01-09,2024-01-13,C1116,Customer_20,HOME OFFICE,53,FEMALE,WEST,BANGALORE,TECHNOLOGY,PHONES,Product_185,5495.92,8,0.05,610.94
ORD19377,2024-09-13,2024-09-18,C1835,Customer_188,CORPORATE,51,MALE,SOUTH,NEW DELHI,TECHNOLOGY,LAPTOPS,Product_23,44836.46,8,0.1,9949.02
ORD19378,2023-03-29,2023-03-31,C1507,Customer_141,CONSUMER,23,MALE,WEST,MUMBAI,OFFICE SUPPLIES,STORAGE,Product_43,33061.55,4,0.05,8731.88
ORD19379,2025-11-09,2025-11-12,C1633,Customer_862,HOME OFFICE,50,MALE,WEST,BANGALORE,OFFICE SUPPLIES,STORAGE,Product_151,22876.8,4,0.2,6297.96
ORD19380,2025-10-10,2025-10-14,C1891,Customer_566,HOME OFFICE,27,FEMALE,WEST,NEW DELHI,FURNITURE,CHAIRS,Product_238,10448.88,5,0.0,924.06
ORD19381,2023-01-14,2023-01-19,C1639,Customer_696,CONSUMER,30,MALE,EAST,CHENNAI,OFFICE SUPPLIES,STORAGE,Product_95,8098.06,8,0.15,-1714.9
ORD19382,2023-05-13,2023-05-16,C1512,Customer_775,CORPORATE,56,MALE,NORTH,BANGALORE,OFFICE SUPPLIES,STORAGE,Product_135,16676.04,3,0.05,8495.65
ORD19383,2025-11-23,2025-11-25,C1371,Customer_141,CONSUMER,56,FEMALE,EAST,BANGALORE,FURNITURE,TABLES,Product_201,33539.35,5,0.05,1746.11
ORD19384,2025-06-10,2025-06-13,C1393,Customer_250,CORPORATE,54,MALE,EAST,PATNA,TECHNOLOGY,LAPTOPS,Product_77,1782.36,4,0.2,-1933.53
ORD19385,2024-08-14,2024-08-16,C1356,Customer_199,CONSUMER,53,MALE,WEST,CHENNAI,FURNITURE,CHAIRS,Product_281,23918.58,3,0.0,1477.01
ORD19386,2024-08-05,2024-08-09,C1001,Customer_671,HOME OFFICE,30,MALE,SOUTH,BANGALORE,OFFICE SUPPLIES,PAPER,Product_170,2433.08,4,0.2,9831.4
ORD19387,2023-10-16,2023-10-17,C1446,Customer_119,CORPORATE,57,FEMALE,WEST,MUMBAI,TECHNOLOGY,PHONES,Product_135,6380.05,7,0.15,4673.76
ORD19388,2025-10-09,2025-10-10,C1955,Customer_647,HOME OFFICE,33,MALE,SOUTH,NEW DELHI,OFFICE SUPPLIES,PAPER,Product_190,12310.02,6,0.0,4930.25
ORD19389,2025-05-28,2025-06-03,C1275,Customer_72,CONSUMER,28,MALE,SOUTH,MUMBAI,OFFICE SUPPLIES,PAPER,Product_3,33975.83,8,0.15,6282.09
ORD19390,2023-01-07,2023-01-13,C1048,Customer_499,CONSUMER,59,FEMALE,SOUTH,MUMBAI,FURNITURE,CHAIRS,Product_238,16701.34,6,0.2,2417.84
ORD19391,2023-08-28,2023-09-01,C1075,Customer_91,CONSUMER,50,MALE,WEST,CHENNAI,FURNITURE,TABLES,Product_12,11476.52,9,0.1,3177.49
ORD19392,2024-06-19,2024-06-22,C1528,Customer_295,HOME OFFICE,53,FEMALE,EAST,CHENNAI,FURNITURE,TABLES,Product_26,23981.77,3,0.05,9983.03
ORD19393,2023-03-11,2023-03-13,C1429,Customer_771,CORPORATE,62,FEMALE,SOUTH,BANGALORE,TECHNOLOGY,PHONES,Product_66,22924.87,5,0.2,-1528.3
ORD19394,2023-08-04,2023-08-05,C1484,Customer_907,CORPORATE,31,MALE,SOUTH,NEW DELHI,OFFICE SUPPLIES,STORAGE,Product_227,45021.83,5,0.2,3094.27
ORD19395,2025-12-13,2025-12-15,C1284,Customer_921,CORPORATE,53,MALE,SOUTH,CHENNAI,OFFICE SUPPLIES,STORAGE,Product_260,48549.82,5,0.2,157.65
ORD19396,2025-03-16,2025-03-20,C1132,Customer_914,CORPORATE,21,MALE,NORTH,CHENNAI,FURNITURE,BOOKCASES,Product_90,20380.64,4,0.0,9014.45
ORD19397,2023-11-26,2023-11-29,C1101,Customer_438,CONSUMER,40,MALE,NORTH,BANGALORE,FURNITURE,CHAIRS,Product_164,21525.73,8,0.05,3713.36
ORD19398,2025-04-27,2025-04-29,C1112,Customer_848,CONSUMER,51,FEMALE,EAST,CHENNAI,TECHNOLOGY,LAPTOPS,Product_274,10501.35,1,0.0,7370.82
ORD19399,2023-02-14,2023-02-17,C1891,Customer_102,CONSUMER,24,FEMALE,NORTH,PATNA,FURNITURE,BOOKCASES,Product_174,4421.84,7,0.2,739.39
ORD19400,2025-04-08,2025-04-09,C1879,Customer_257,CORPORATE,50,MALE,WEST,PATNA,FURNITURE,BOOKCASES,Product_213,36571.44,1,0.15,4351.54
ORD19401,2023-07-17,2023-07-19,C1973,Customer_592,HOME OFFICE,62,MALE,EAST,BANGALORE,TECHNOLOGY,PHONES,Product_70,26605.54,3,0.2,7777.83
ORD19402,2025-06-14,2025-06-19,C1697,Customer_804,CORPORATE,24,MALE,EAST,MUMBAI,OFFICE SUPPLIES,STORAGE,Product_232,30606.03,9,0.05,1135.35
ORD19403,2023-11-28,2023-11-29,C1816,Customer_600,CONSUMER,48,FEMALE,NORTH,MUMBAI,OFFICE SUPPLIES,PAPER,Product_255,44178.34,9,0.15,-1800.58
ORD19404,2024-11-26,2024-11-29,C1769,Customer_945,CORPORATE,55,MALE,SOUTH,PATNA,FURNITURE,TABLES,Product_258,26790.81,3,0.2,5432.97
ORD19405,2023-01-27,2023-01-31,C1322,Customer_37,CORPORATE,32,FEMALE,WEST,NEW DELHI,TECHNOLOGY,ACCESSORIES,Product_271,36971.41,3,0.2,4704.08
ORD19406,2023-11-14,2023-11-19,C1252,Customer_669,HOME OFFICE,44,MALE,NORTH,BANGALORE,FURNITURE,BOOKCASES,Product_261,23287.69,3,0.15,9324.83
ORD19407,2023-12-31,2024-01-06,C1519,Customer_346,CORPORATE,39,FEMALE,SOUTH,NEW DELHI,FURNITURE,BOOKCASES,Product_108,20144.67,8,0.2,1865.67
ORD19408,2025-08-17,2025-08-19,C1715,Customer_200,CONSUMER,30,MALE,EAST,BANGALORE,TECHNOLOGY,ACCESSORIES,Product_242,19031.6,4,0.1,3471.76
ORD19409,2024-01-08,2024-01-14,C1485,Customer_668,CONSUMER,42,MALE,NORTH,PATNA,TECHNOLOGY,LAPTOPS,Product_140,43755.33,8,0.15,1197.38
ORD19410,2023-09-02,2023-09-03,C1352,Customer_314,CORPORATE,60,FEMALE,EAST,CHENNAI,FURNITURE,CHAIRS,Product_299,29232.7,8,0.2,3541.35
ORD19411,2024-04-22,2024-04-24,C1179,Customer_848,HOME OFFICE,34,MALE,SOUTH,CHENNAI,OFFICE SUPPLIES,BINDERS,Product_35,6564.56,5,0.15,7054.26
ORD19412,2023-05-05,2023-05-07,C1481,Customer_812,CORPORATE,27,MALE,NORTH,MUMBAI,TECHNOLOGY,PHONES,Product_167,13291.23,3,0.15,-538.82
ORD19413,2024-06-20,2024-06-25,C1963,Customer_154,CONSUMER,63,FEMALE,WEST,MUMBAI,TECHNOLOGY,LAPTOPS,Product_11,30157.05,1,0.2,3112.78
ORD19414,2024-12-06,2024-12-11,C1586,Customer_513,CONSUMER,53,MALE,EAST,PATNA,TECHNOLOGY,LAPTOPS,Product_223,36156.19,8,0.05,7301.07
ORD19415,2024-06-14,2024-06-19,C1652,Customer_283,CONSUMER,25,MALE,SOUTH,NEW DELHI,TECHNOLOGY,ACCESSORIES,Product_252,36058.07,6,0.2,-1258.56
ORD19416,2025-02-24,2025-03-01,C1794,Customer_522,CONSUMER,37,FEMALE,NORTH,MUMBAI,TECHNOLOGY,LAPTOPS,Product_229,32483.79,8,0.2,2816.0
ORD19417,2023-09-11,2023-09-15,C1298,Customer_284,HOME OFFICE,56,FEMALE,SOUTH,BANGALORE,TECHNOLOGY,PHONES,Product_13,21372.13,7,0.0,6252.08
ORD19418,2023-05-01,2023-05-04,C1412,Customer_844,CORPORATE,39,MALE,EAST,NEW DELHI,TECHNOLOGY,PHONES,Product_151,895.75,9,0.0,2284.42
ORD19419,2025-11-21,2025-11-26,C1165,Customer_286,HOME OFFICE,37,FEMALE,WEST,MUMBAI,TECHNOLOGY,LAPTOPS,Product_237,27294.32,3,0.0,9021.76
ORD19420,2024-10-22,2024-10-23,C1515,Customer_209,CONSUMER,59,MALE,SOUTH,NEW DELHI,FURNITURE,TABLES,Product_182,6071.94,5,0.05,8297.43
ORD19421,2025-11-26,2025-11-28,C1737,Customer_733,HOME OFFICE,43,MALE,WEST,CHENNAI,OFFICE SUPPLIES,STORAGE,Product_43,43248.31,3,0.05,7460.57
ORD19422,2025-11-02,2025-11-08,C1848,Customer_853,CONSUMER,36,FEMALE,SOUTH,NEW DELHI,TECHNOLOGY,PHONES,Product_192,42739.54,6,0.05,7457.62
ORD19423,2023-03-29,2023-04-03,C1063,Customer_796,CORPORATE,54,MALE,SOUTH,PATNA,OFFICE SUPPLIES,PAPER,Product_180,1368.57,5,0.2,4221.17
ORD19424,2023-02-15,2023-02-16,C1891,Customer_861,CORPORATE,45,MALE,SOUTH,CHENNAI,OFFICE SUPPLIES,STORAGE,Product_245,8612.89,6,0.05,
ORD19425,2025-07-21,2025-07-25,C1869,Customer_477,HOME OFFICE,60,MALE,SOUTH,CHENNAI,FURNITURE,BOOKCASES,Product_44,14323.19,9,0.0,469.14
ORD19426,2025-01-14,2025-01-15,C1267,Customer_822,CONSUMER,34,FEMALE,EAST,BANGALORE,FURNITURE,BOOKCASES,Product_161,43774.58,4,0.05,4479.3
ORD19427,2025-08-24,2025-08-30,C1970,Customer_159,CONSUMER,33,MALE,EAST,PATNA,FURNITURE,BOOKCASES,Product_228,21948.88,1,0.2,5917.4
ORD19428,2025-02-01,2025-02-07,C1915,Customer_410,CONSUMER,37,FEMALE,WEST,BANGALORE,OFFICE SUPPLIES,PAPER,Product_188,843.66,4,0.05,8291.03
ORD19429,2025-01-31,2025-02-01,C1657,Customer_81,HOME OFFICE,57,FEMALE,SOUTH,BANGALORE,OFFICE SUPPLIES,STORAGE,Product_21,5738.76,5,0.2,8099.5
ORD19430,2025-03-04,2025-03-08,C1781,Customer_574,CORPORATE,57,FEMALE,NORTH,CHENNAI,TECHNOLOGY,ACCESSORIES,Product_271,15638.73,7,0.0,7483.27
ORD19431,2025-01-13,2025-01-19,C1676,Customer_930,CORPORATE,47,FEMALE,NORTH,BANGALORE,FURNITURE,CHAIRS,Product_215,,7,0.15,9620.5
ORD19432,2025-12-05,2025-12-09,C1417,Customer_753,CORPORATE,28,FEMALE,EAST,MUMBAI,TECHNOLOGY,ACCESSORIES,Product_125,43570.75,1,0.0,-1877.91
ORD19433,2024-07-11,2024-07-13,C1465,Customer_247,CONSUMER,56,FEMALE,WEST,PATNA,FURNITURE,TABLES,Product_57,5316.99,2,0.1,5463.22
ORD19434,2024-06-09,2024-06-14,C1552,Customer_537,HOME OFFICE,61,MALE,SOUTH,MUMBAI,OFFICE SUPPLIES,STORAGE,Product_259,17406.61,4,0.0,8827.28
